: 1508199806:0;python -v
: 1569359115:0;git status
: 1569359135:0;git diff src/models/vacancyModel.js
: 1569361230:0;yarn dev
: 1569364456:0;git add -A
: 1569364471:0;git commit -n -m 'refactor subscription'
: 1569364473:0;git pusn
: 1569364475:0;git push
: 1569424865:0;yarn dev
: 1569430583:0;mail inbox
: 1569430596:0;mail
: 1569430643:0;cd Development/thinkempire/appterminal
: 1569430648:0;git pull
: 1569430664:0;code .
: 1569430709:0;git pull
: 1569430713:0;yarn dev
: 1569430721:0;cd frontend
: 1569430725:0;yarn dev
: 1569430734:0;yarn
: 1569430825:0;npm rebuild
: 1569430873:0;yarn dev
: 1569430938:0;yarn dev-all
: 1569431007:0;npm rebuild
: 1569431012:0;yarn
: 1569431091:0;yarn dev
: 1569435442:0;cd src/scripts
: 1569435452:0;node 42FloorsListings.js
: 1569435630:0;git add -A
: 1569435642:0;git commit -n -m 'fix pubsub'
: 1569435645:0;git push
: 1569435690:0;git co master
: 1569435696:0;git pull
: 1569435703:0;node 42FloorsListings.js
: 1569439926:0;yarn dev
: 1569444704:0;jest backend/test/routes/lists.js
: 1569444811:0;git co -b dean/fix-people-static-list
: 1569444818:0;git add -A
: 1569444851:0;git commit -n -m 'fix frontend bug, route, model, and test'
: 1569444856:0;git push
: 1569448249:0;yarn dev
: 1569448373:0;yarn test
: 1569449098:0;yarn dev
: 1569450397:0;git stash
: 1569450823:0;yarn dev
: 1569451430:0;git co -b dean/quick-fix-building-info
: 1569451433:0;git add -A
: 1569451447:0;git commit -n -m 'fix building info'
: 1569451458:0;yarn dev
: 1569451539:0;git push
: 1569509221:0;cd Development/thinkempire/appterminal
: 1569509223:0;code .
: 1569509429:0;git co staging 
: 1569509435:0;git stash
: 1569509440:0;git co staging 
: 1569509450:0;git pull
: 1569509620:0;yarn dev
: 1569509631:0;cd frontend
: 1569509633:0;yarn dev
: 1569515211:0;git pull
: 1569515478:0;git co walee/frontend-e2e 
: 1569515485:0;yarn
: 1569515503:0;yarn dev
: 1569515520:0;yarn
: 1569515588:0;yarn dev
: 1569515707:0;yarn test:e2e
: 1569515770:0;git pull
: 1569515775:0;yarn test:e2e
: 1569515796:0;yarn
: 1569515810:0;yarn test:e2e
: 1569516041:0;git co staging 
: 1569516044:0;yarn dev
: 1569525696:0;cd Development/scratchPad
: 1569525698:0;code .
: 1569525713:0;yarn init
: 1569525737:0;yarn add moment
: 1569531194:0;yarn dev
: 1569532459:0;yarn add string-fn
: 1569533706:0;git co -b dean/fix-multiselect
: 1569533708:0;git add -A
: 1569533719:0;git commit -n -m 'fix multiselect'
: 1569533725:0;git push
: 1569596088:0;code Development/scratchPad
: 1569596114:0;code Development/thinkempire/appterminal
: 1569596792:0;git co staging 
: 1569596795:0;git pull
: 1569598160:0;yarn dev
: 1569598167:0;cd frontend
: 1569598170:0;yarn dev
: 1569603936:0;brew install kubectl
: 1569604041:0;curl https://sdk.cloud.google.com | bash
: 1569604185:0;exec -l $SHELL
: 1569604194:0;gcloud auth login
: 1569604226:0;gcloud beta container clusters get-credentials standard-cluster-1 --region us-east1 --project forward-timer-233816
: 1569604264:0;gcloud config set project forward-timer-233816
: 1569604274:0;kubectl get pods
: 1569604349:0;gcloud beta container clusters get-credentials standard-cluster-1 --region us-east1 --project forward-timer-233816
: 1569604406:0;gcloud config set project forward-timer-233816
: 1569604413:0;kubectl get pods
: 1569604438:0;cat ~/.kube/config
: 1569604459:0;kubectl get namespaces
: 1569604476:0;kubectl get pods --namespace=production
: 1569604497:0;kubectl get deployments/appterminal --namespace=staging -o yaml
: 1569604516:0;kubectl --namespace=staging logs -f appterminal-56b5877b8b-fsqhb
: 1569604532:0;kubectl get pods --namespace=staging
: 1569604566:0;kubectl --namespace=staging logs -f appterminal-56b5877b8b-fsqhb
: 1569604616:0;kubectl get --namespaces=production
: 1569604636:0;kubectl get namespaces=production
: 1569604643:0;kubectl get namespace
: 1569604650:0;kubectl get namespaces
: 1569604670:0;nano ~/.bash_profile
: 1569604710:0;vim .zshrc
: 1569604780:0;ks
: 1569604792:0;vim ~/.bash_profile
: 1569604821:0;ks
: 1569604863:0;exec -l $SHELL\

: 1569604866:0;ks
: 1569604904:0;kubectl --namespace=staging logs -f appterminal-6c8cdfd667-6lfdx
: 1569605046:0;kubectl --namespace=test logs -f appterminal-6c8cdfd667-6lfdx
: 1569605053:0;ks
: 1569605058:0;kubectl --namespace=staging logs -f appterminal-6c8cdfd667-6lfdx
: 1569606492:0;ks
: 1569606514:0;kubectl --namespace=staging logs -f appterminal-6c8cdfd667-6lfdx
: 1569607355:0;git pull
: 1569607366:0;yarn dev
: 1569607385:0;cd frontend
: 1569607387:0;yarn dev
: 1569607960:0;ks
: 1569608080:0;ks --namespace=staging logs -f appterminal-6c8cdfd667-6lfdx\

: 1569608092:0;kubectl --namespace=staging logs -f appterminal-6c8cdfd667-6lfdx\

: 1569611870:0;git co -b dean/quickfix-shared-list
: 1569611878:0;git add -A
: 1569611892:0;git commit -n -m 'fix shared list without notification'
: 1569611895:0;git push
: 1569612546:0;git co staging 
: 1569612549:0;yarn dev
: 1569612668:0;code Development/thinkempire/nyc-vacancy-writer
: 1569612675:0;git pull
: 1569613624:0;kubectl --namespace=staging logs -f appterminal-6c8cdfd667-6lfdx\

: 1569613636:0;ks
: 1569613646:0;kubectl --namespace=staging logs -f appterminal-699d55c9fd-kbr8m\

: 1569617299:0;git pull
: 1569617306:0;yarn dev
: 1569618061:0;kubectl --namespace=production logs -f appterminal-699d55c9fd-kbr8m\

: 1569618080:0;kubectl --namespace=production logs -f appterminal-699d55c9fd-kbr8mku\

: 1569618082:0;ku
: 1569618085:0;ks
: 1569618155:0;vim ~/.bash_profile
: 1569618221:0;kd
: 1569618222:0;kp
: 1569618248:0;exec -l $SHELL\

: 1569618254:0;kd 
: 1569618258:0;kp 
: 1569618288:0;kd
: 1569618295:0;vim ~/.bash_profile
: 1569618318:0;vim ~/.zshrc
: 1569618364:0;exec -l $SHELL\

: 1569618371:0;kd
: 1569620918:0;git pull
: 1569856391:0;code Development/scratchPad
: 1569857658:0;git pull
: 1569858318:0;sublime Development/thinkempire/appterminal/.env
: 1569868276:0;yarn dev
: 1569868289:0;yarn 
: 1569868295:0;yarn dev
: 1569879313:0;cd ..
: 1569879325:0;git clone git@github.com:thinkempirenyc/nyc-listings-fortytwo-poller.git
: 1569879369:0;cd Development/thinkempire/nyc-listings-fortytwo-poller
: 1569879378:0;python run.py
: 1569879403:0;ls
: 1569879415:0;python3 run.py
: 1569879511:0;pip3 install google-cloud-storage
: 1569879523:0;python3 run.py
: 1569879558:0;pip3 install google-cloud-pubsub
: 1569879564:0;python3 run.py
: 1569879580:0;pip3 install psutil
: 1569879591:0;python3 run.py
: 1569879644:0;pip3 install asyncio
: 1569879648:0;python3 run.py
: 1569879663:0;yarn dev
: 1569879805:0;python3 run.py
: 1569879808:0;yarn dev
: 1569879842:0;pip install --upgrade pip
: 1569879850:0;pip3 install --upgrade pi
: 1569879860:0;pip3 install --upgrade pip3
: 1569880022:0;python3 run.py
: 1569880134:0;yarn dev
: 1569880158:0;pip3 install --upgrade pip
: 1569880167:0;python3 run.py
: 1569880195:0;yarn dev
: 1569880270:0;python3 run.py
: 1569880456:0;python3 --trace-logs run.py
: 1569880535:0;python3 -m trace run.py
: 1569880542:0;python3 run.py
: 1569880755:0;python3 -r run.py
: 1569880762:0;python run.py
: 1569880782:0;pip3 install --upgrade pip3
: 1569880818:0;pip install psutil google-cloud-pubsub
: 1569880833:0;python run.py
: 1569880933:0;cd Development/thinkempire/nyc-listings-fortytwo-poller
: 1569880939:0;python run.py
: 1569880954:0;cd Development/thinkempire/nyc-listings-fortytwo-poller
: 1569880961:0;python3 run.py
: 1569881244:0;cd Development/thinkempire/nyc-listings-fortytwo-poller
: 1569881246:0;python3 run.py
: 1569882245:0;sublime .
: 1569882284:0;pip3 install -r requirements.txt
: 1569882331:0;sudo pip3 install -r requirements.txt
: 1569882368:0;python3 run.py
: 1569882377:0;yarn dev
: 1569882484:0;python3 run.py
: 1569883370:0;yarn dev
: 1569883407:0;python3 run.py
: 1569883618:0;pip install virtualenv
: 1569883626:0;pip3 install virtualenv
: 1569883639:0;virtualenv venv
: 1569883758:0;pip install -r requirements.txt
: 1569883769:0;python run.py
: 1569883828:0;cd Development/thinkempire/nyc-listings-fortytwo-poller
: 1569883835:0;python3 run.py
: 1569889934:0;cd Development/thinkempire/nyc-listings-fortytwo-poller
: 1569889942:0;python3 run.py
: 1569890113:0;git pull
: 1569890194:0;python3 run.py
: 1569890213:0;yarn dev
: 1569890357:0;python3 run.py
: 1569890784:0;/Applications/Python\ 3.6/Install\ Certificates.command
: 1569890797:0;sudo /Applications/Python\ 3.6/Install\ Certificates.command
: 1569890806:0;python3 run.py
: 1569890859:0;yarn dev
: 1569890934:0;python3 run.py
: 1569891186:0;python run.py
: 1569891206:0;yarn dev
: 1569891223:0;cd Development/thinkempire/nyc-listings-fortytwo-poller
: 1569891263:0;python3 run.py
: 1569891602:0;yarn dev
: 1569891614:0;python3 run.py
: 1569941295:0;python3 poller.py
: 1569941776:0;yarn dev
: 1569943823:0;python3 poller.py
: 1569943827:0;yarn dev
: 1569943950:0;python3 poller.py
: 1569944022:0;yarn dev
: 1569944207:0;python3 poller.py
: 1569944230:0;yarn dev
: 1569944300:0;python3 poller.py
: 1569944312:0;yarn dev
: 1569944315:0;python3 poller.py
: 1569944327:0;yarn dev
: 1569944623:0;python3 poller.py
: 1569945205:0;ls
: 1569945222:0;cd src/elastic
: 1569945225:0;ls
: 1569945230:0;node index.js
: 1569946433:0;python3 poller.py
: 1569946435:0;yarn dev
: 1569946770:0;python3 poller.py
: 1569947078:0;yarn dev
: 1569947082:0;python3 poller.py
: 1569947253:0;yarn dev
: 1569947256:0;python3 poller.py
: 1569947837:0;yarn dev
: 1569947840:0;python3 poller.py
: 1569947923:0;yarn dev
: 1569947929:0;python3 poller.py
: 1569948625:0;yarn dev
: 1569948628:0;python3 poller.py
: 1569948997:0;yarn dev
: 1569949021:0;python3 poller.py
: 1569949183:0;yarn dev
: 1569949186:0;python3 poller.py
: 1569951515:0;yarn dev
: 1569958158:0;yarn add threads tiny-worker
: 1569958767:0;yarn dev
: 1569959064:0;python3 poller.py
: 1569960752:0;yarn remove threads tiny-worker
: 1569960798:0;python3 poller.py
: 1569960800:0;yarn remove threads tiny-worker
: 1569960845:0;yarn rebuild
: 1569960849:0;npm rebuild
: 1569960861:0;yarn dev
: 1569960867:0;python3 poller.py
: 1569961011:0;yarn
: 1569961035:0;yarn dev
: 1569961039:0;python3 poller.py
: 1569961173:0;git stash
: 1569961183:0;git pull
: 1569961190:0;git stash apply
: 1569961206:0;yarn dev
: 1569961210:0;python3 poller.py
: 1569961341:0;cd ..
: 1569961345:0;ls
: 1569961370:0;rm -rf appCopy
: 1569961430:0;mkdir vac && cd vac && git clone git@github.com:thinkempirenyc/nyc-vacancy-writer.git
: 1569961436:0;ls
: 1569961452:0;code nyc-vacancy-writer
: 1569961771:0;yarn
: 1569961823:0;yarn dev
: 1569961870:0;cd ..
: 1569961874:0;cd nyc-vacancy-writer
: 1569961876:0;code .
: 1569961994:0;yarn dev
: 1569962013:0;python3 poller.py
: 1569962015:0;yarn dev
: 1569962346:0;python3 poller.py
: 1569962349:0;yarn dev
: 1569962394:0;python3 poller.py
: 1569962400:0;yarn dev
: 1569962569:0;python3 poller.py
: 1569962570:0;yarn dev
: 1569962657:0;python3 poller.py
: 1569962659:0;yarn dev
: 1569962804:0;git add -A
: 1569962834:0;git commit -n -m 'fortytwo listings and brokers pubsub working'
: 1569962842:0;git push
: 1569963314:0;python3 poller.py
: 1569963316:0;git push
: 1569963321:0;yarn dev
: 1569963495:0;python3 poller.py
: 1569963512:0;yarn dev
: 1569963583:0;python3 poller.py
: 1569963595:0;yarn dev
: 1569963758:0;git stash
: 1569963761:0;git pull
: 1569963766:0;yarn dev
: 1569963779:0;python3 poller.py
: 1569963783:0;yarn dev
: 1569964041:0;python3 poller.py
: 1569964043:0;yarn dev
: 1569964837:0;cd ..
: 1569964843:0;git clone git@github.com:thinkempirenyc/nyc-listings-agorafy-poller.git
: 1569964856:0;cd nyc-listings-agorafy-poller
: 1569964861:0;sublime .
: 1569964888:0;pip install -r requirements.txt
: 1569964916:0;pip install -r requirements.txt --user
: 1569964945:0;python3 poller.py
: 1569965314:0;yarn dev
: 1569965362:0;python3 poller.py
: 1569965364:0;yarn dev
: 1569965769:0;python3 poller.py
: 1569968470:0;yarn dev
: 1569968472:0;python3 poller.py
: 1569977923:0;git add -A
: 1569977946:0;git  commit -m 'fix agorafy parser progress'
: 1569977951:0;git push
: 1570028237:0;yarn dev
: 1570028248:0;python3 poller.py
: 1570029272:0;yarn dev
: 1570029275:0;python3 poller.py
: 1570029303:0;yarn dev
: 1570029305:0;python3 poller.py
: 1570029436:0;yarn dev
: 1570029499:0;git add -A
: 1570029523:0;git commit -n -m 'agorafy listings parsers tweaked. working'
: 1570029526:0;git push
: 1570029539:0;cd ..
: 1570029593:0;git clone git@github.com:thinkempirenyc/nyc-brokers-agorafy-poller.git
: 1570029602:0;cd nyc-brokers-agorafy-poller
: 1570029607:0;sublime .
: 1570029629:0;pip install -r requirements.txt --user
: 1570029769:0;python3 poller.py
: 1570029976:0;yarn dev
: 1570030231:0;python3 poller.py
: 1570030234:0;yarn dev
: 1570030338:0;python3 poller.py
: 1570030599:0;yarn dev
: 1570030602:0;python3 poller.py
: 1570030624:0;yarn dev
: 1570030627:0;python3 poller.py
: 1570030688:0;git add -A
: 1570030702:0;git commit -n -m 'agorafy brokers tweaked. working'
: 1570030706:0;git push
: 1570030805:0;cd ..
: 1570030826:0;git clone git@github.com:thinkempirenyc/nyc-listings-propertyidx-poller.git
: 1570030839:0;cd nyc-listings-propertyidx-poller
: 1570030844:0;sublime .
: 1570030852:0;pip install -r requirements.txt --user
: 1570030927:0;python3 poller.py
: 1570031522:0;yarn dev
: 1570031785:0;python3 poller.py
: 1570032300:0;yarn dev
: 1570032308:0;python3 poller.py
: 1570032531:0;yarn dev
: 1570032534:0;python3 poller.py
: 1570034665:0;yarn dev
: 1570034671:0;python3 poller.py
: 1570034748:0;yarn dev
: 1570034753:0;python3 poller.py
: 1570034986:0;yarn dev
: 1570034989:0;python3 poller.py
: 1570035119:0;yarn dev
: 1570035124:0;python3 poller.py
: 1570035240:0;git add -A
: 1570035264:0;git commit -n -m 'propertyidx fixed. working.'
: 1570035266:0;git push
: 1570035308:0;cd ..
: 1570035319:0;cd nyc-listings-fortytwo-poller
: 1570035325:0;sublime .
: 1570035386:0;python3 poller.py
: 1570035388:0;git push
: 1570035393:0;yarn dev
: 1570035771:0;cd ..
: 1570035786:0;cd nyc-listings-agorafy-poller
: 1570035806:0;cd ..
: 1570035815:0;cd nyc-listings-propertyidx-poller
: 1570035819:0;cd ..
: 1570035826:0;cd nyc-brokers-agorafy-poller
: 1570035836:0;yarn dev
: 1570035855:0;python3 poller.py
: 1570035856:0;cd nyc-listings-agorafy-poller
: 1570035860:0;python3 poller.py
: 1570035872:0;yarn dev
: 1570035877:0;python3 poller.py
: 1570036207:0;git add -A
: 1570036230:0;git commit -n -m 'all working together now. rdy for deployment'
: 1570036274:0;git add -A
: 1570036303:0;git commit -m 'unnecessary listeners deleted'
: 1570036305:0;git push
: 1570039830:0;defaults write com.apple.finder AppleShowAllFiles YES
: 1570040972:0;kubectl run nyc-vacancy-writer --image=us.gcr.io/forward-timer-233816/nyc-vacancy-writer:52f9461 --namespace=production\

: 1570042077:0;git add -A
: 1570042086:0;git commit -m 'add make files'
: 1570042089:0;git push
: 1570044163:0;git add -A
: 1570044184:0;git commit -m 'delete imports'
: 1570044186:0;git push
: 1570044289:0;git add -A
: 1570044295:0;git commit -m 'delete imports'
: 1570044298:0;git push
: 1570045414:0;git add -A
: 1570045426:0;git commit -m 'delete clgs'
: 1570045428:0;git push
: 1570045971:0;git add -A
: 1570045974:0;git commit -m 'delete clgs'
: 1570045977:0;git push
: 1570046784:0;git add -A
: 1570046797:0;git commit -m 'tweak agorafy'
: 1570046802:0;git push
: 1570070348:0;git add -A
: 1570070356:0;git commit -m 'delete clgs'
: 1570070358:0;git push
: 1570117093:0;cd Development/thinkempire/appterminal
: 1570117099:0;git pull
: 1570117629:0;code .
: 1570118118:0;yarn dev
: 1570118125:0;cd frontend
: 1570118128:0;yarn dev
: 1570129706:0;git checkout -b abrian/refactor-company-searchFunctionality origin/abrian/refactor-company-searchFunctionality
: 1570129832:0;yarn dev
: 1570129973:0;git co staging 
: 1570129976:0;git pull
: 1570129980:0;yarn dev
: 1570135323:0;git pull
: 1570135326:0;yarn dev
: 1570140071:0;git pull
: 1570200913:0;git stash
: 1570200917:0;git pull
: 1570217034:0;yarn dev
: 1570218705:0;yarn
: 1570224091:0;git co -b dean/add-new-endpoints-for-listings
: 1570224105:0;git add -A
: 1570224119:0;git commit -m 'new vacancy api done'
: 1570224133:0;git commit -n -m 'new vacancy api done'
: 1570224139:0;git co staging 
: 1570224142:0;git pull
: 1570224163:0;git co dean/add-new-endpoints-for-listings 
: 1570224169:0;git merge staging
: 1570224218:0;git commit -n -m 'merge staging'
: 1570224221:0;git push
: 1570225240:0;yarn dev
: 1570225254:0;yarn
: 1570225616:0;cd frontend
: 1570225618:0;yarn 
: 1570225718:0;yarn dev
: 1570412014:0;yarn add -g typescript
: 1570412032:0;npm install -g typescript
: 1570412048:0;nvm list
: 1570412094:0;cd Development/typescript
: 1570412144:0;mkdir Development/typescript && cd Development/typescript
: 1570412151:0;yarn init
: 1570412187:0;code .
: 1570412307:0;node index.ts
: 1570412325:0;tsc index.ts
: 1570412388:0;rm -rf index.js
: 1570412396:0;node index.ts
: 1570412452:0;tsc index.ts
: 1570412518:0;tsc index.ts --watch es6
: 1570412534:0;tsc --watch es6
: 1570412550:0;tsc --watch index.ts es6
: 1570412822:0;tsc index.ts
: 1570413229:0;rm -rf index.js
: 1570413349:0;tsc index.ts
: 1570413670:0;rm -rf index.js
: 1570413672:0;tsc index.ts
: 1570418695:0;node index.ts
: 1570418704:0;node index.js
: 1570418883:0;git init
: 1570418891:0;git remote add origin git@github.com:deanban/ts1.git
: 1570418918:0;git add -A
: 1570418935:0;git commit -n -m 'types'
: 1570418950:0;git add -A
: 1570418956:0;git commit -n -m 'functions'
: 1570418969:0;git add -A
: 1570418993:0;git commit -n -m 'classes and access modifiers''
: 1570418995:0;git commit -n -m 'classes and access modifiers'
: 1570418998:0;git push
: 1570461279:0;cd Development/thinkempire
: 1570461283:0;git clone git@github.com:thinkempirenyc/people-scraper.git
: 1570461306:0;sublime people-scraper
: 1570461325:0;pip install -r requirements.txt --user
: 1570461357:0;cd people-scraper
: 1570461360:0;pip install -r requirements.txt --user
: 1570461380:0;cd lib
: 1570461383:0;pip install -r requirements.txt --user
: 1570461409:0;pip install -r requirements.pip --user
: 1570462282:0;ls
: 1570462309:0;python3 scrape_ps.py prasenjit-banik_jamaica
: 1570462323:0;python3 scrape_ps.py
: 1570463382:0;export runtype="people_publish"
: 1570463407:0;python3 scrape_ps.py
: 1570463441:0;python3 scrape_ps.py gennadii-turutin_NY
: 1570463468:0;python3 scrape_ps.py prasenjit-banik_jamaica
: 1570463698:0;python3 scrape_ps.py kevin-ellerton
: 1570463703:0;python3 scrape_ps.py kevin-ellerton_ny
